0	0	25
1	0	25.194
2	0	25.388
3	0	25.582
4	0	25.776
5	0	25.97
6	0	26.164
7	0	26.358
8	1	26.552
9	4	26.746
10	7	26.94
11	9	27.134
12	13	27.328
13	16	27.522
14	16	27.716
15	16	27.91
16	16	28.104
17	18	28.298
18	21	28.492
19	24	28.686
20	27	28.88
21	30	29.074
22	32	29.268
23	34	29.462
24	36	29.656
25	35	29.85
26	35	30.044
27	36	30.238
28	39	30.432
29	41	30.626
30	44	30.82
31	46	31.014
32	48	31.208
33	49	31.402
34	50	31.596
35	50	31.79
36	51	31.984
37	50	32.178
38	50	32.372
39	50	32.566
40	50	32.76
41	50	32.954
42	50	33.148
43	50	33.342
44	50	33.536
45	50	33.73
46	50	33.924
47	48	34.118
48	46	34.312
49	44	34.506
50	42	34.7
51	40	34.894
52	38	35.088
53	36	35.282
54	34	35.476
55	34	35.67
56	34	35.864
57	35	36.058
58	35	36.252
59	35	36.446
60	35	36.64
61	35	36.834
62	35	37.028
63	35	37.222
64	35	37.416
65	35	37.61
66	35	37.804
67	35	37.998
68	35	38.192
69	35	38.386
70	31	38.58
71	28	38.774
72	24	38.968
73	20	39.162
74	17	39.356
75	14	39.55
76	11	39.744
77	6	39.938
78	3	40.132
79	0	40.326
80	0	40.52
81	0	40.714
82	0	40.908
83	0	41.102
84	0	41.296
85	0	41.49
86	0	41.684
87	0	41.878
88	0	42.072
89	0	42.266
90	0	42.46
91	0	42.654
92	0	42.848
93	0	43.042
94	0	43.236
95	0	43.43
96	0	43.624
97	0	43.818
98	0	44.012
99	1	44.206
100	4	44.4
101	7	44.594
102	9	44.788
103	13	44.982
104	16	45.176
105	16	45.37
106	16	45.564
107	16	45.758
108	18	45.952
109	21	46.146
110	24	46.34
111	27	46.534
112	30	46.728
113	32	46.922
114	34	47.116
115	36	47.31
116	35	47.504
117	35	47.698
118	36	47.892
119	39	48.086
120	41	48.28
121	44	48.474
122	46	48.668
123	48	48.862
124	49	49.056
125	50	49.25
126	50	49.444
127	51	49.638
128	50	49.832
129	50	50.026
130	50	50.22
131	50	50.414
132	50	50.608
133	50	50.802
134	50	50.996
135	50	51.19
136	50	51.384
137	50	51.578
138	48	51.772
139	46	51.966
140	44	52.16
141	42	52.354
142	40	52.548
143	38	52.742
144	36	52.936
145	34	53.13
146	34	53.324
147	34	53.518
148	35	53.712
149	35	53.906
150	35	54.1
151	35	54.294
152	35	54.488
153	35	54.682
154	35	54.876
155	35	55.07
156	35	55.264
157	35	55.458
158	35	55.652
159	35	55.846
160	35	56.04
161	31	56.234
162	28	56.428
163	24	56.622
164	20	56.816
165	17	57.01
166	14	57.204
167	11	57.398
168	6	57.592
169	3	57.786
170	0	57.98
171	0	58.174
172	0	58.368
173	0	58.562
174	0	58.756
175	0	58.95
176	0	59.144
177	0	59.338
178	0	59.532
179	0	59.726
180	0	59.92
181	0	60.114
